source_lang,target_lang,source_text,target_text
pa,hi,ਉਹ ਦਫਤਰ ਵਿਚ ਫਿਲਮਾਂ ਜਾਣਦਾ ਹੈ।,वह कार्यालय में फिल्में जानता है।
en,hi,They buy cricket in the office.,वे कार्यालय में क्रिकेट खरीदते हैं।
hi,en,वे कार्यालय में क्रिकेट खरीदते हैं।,They buy cricket in the office.
en,pa,They buy cricket in the office.,ਉਹ ਦਫ਼ਤਰ ਵਿੱਚ ਕ੍ਰਿਕਟ ਖਰੀਦਦੇ ਹਨ।
pa,en,ਉਹ ਦਫ਼ਤਰ ਵਿੱਚ ਕ੍ਰਿਕਟ ਖਰੀਦਦੇ ਹਨ।,They buy cricket in the office.
hi,pa,वे कार्यालय में क्रिकेट खरीदते हैं।,ਉਹ ਦਫ਼ਤਰ ਵਿੱਚ ਕ੍ਰਿਕਟ ਖਰੀਦਦੇ ਹਨ।
pa,hi,ਉਹ ਦਫ਼ਤਰ ਵਿੱਚ ਕ੍ਰਿਕਟ ਖਰੀਦਦੇ ਹਨ।,वे कार्यालय में क्रिकेट खरीदते हैं।
en,hi,She buy coffee in the park.,वह पार्क में कॉफी खरीदती है।
hi,en,वह पार्क में कॉफी खरीदती है।,She buy coffee in the park.
en,pa,She buy coffee in the park.,ਉਹ ਪਾਰਕ ਵਿੱਚ ਕੌਫੀ ਖਰੀਦਦੀ ਹੈ।
pa,en,ਉਹ ਪਾਰਕ ਵਿੱਚ ਕੌਫੀ ਖਰੀਦਦੀ ਹੈ।,She buy coffee in the park.
hi,pa,वह पार्क में कॉफी खरीदती है।,ਉਹ ਪਾਰਕ ਵਿੱਚ ਕੌਫੀ ਖਰੀਦਦੀ ਹੈ।
pa,hi,ਉਹ ਪਾਰਕ ਵਿੱਚ ਕੌਫੀ ਖਰੀਦਦੀ ਹੈ।,वह पार्क में कॉफी खरीदती है।
en,hi,She buy tea in the village.,वह गाँव में चाय खरीदती है।
hi,en,वह गाँव में चाय खरीदती है।,She buy tea in the village.
en,pa,She buy tea in the village.,ਉਹ ਪਿੰਡ ਵਿੱਚ ਚਾਹ ਖਰੀਦਦੀ ਹੈ।
pa,en,ਉਹ ਪਿੰਡ ਵਿੱਚ ਚਾਹ ਖਰੀਦਦੀ ਹੈ।,She buy tea in the village.
hi,pa,वह गाँव में चाय खरीदती है।,ਉਹ ਪਿੰਡ ਵਿੱਚ ਚਾਹ ਖਰੀਦਦੀ ਹੈ।
pa,hi,ਉਹ ਪਿੰਡ ਵਿੱਚ ਚਾਹ ਖਰੀਦਦੀ ਹੈ।,वह गाँव में चाय खरीदती है।
en,hi,He buy tea in the market.,उसने बाजार से चाय खरीदी।
hi,en,उसने बाजार से चाय खरीदी।,He buy tea in the market.
en,pa,He buy tea in the market.,ਉਹ ਬਾਜ਼ਾਰ ਵਿੱਚ ਚਾਹ ਖਰੀਦਦਾ ਹੈ।
pa,en,ਉਹ ਬਾਜ਼ਾਰ ਵਿੱਚ ਚਾਹ ਖਰੀਦਦਾ ਹੈ।,He buy tea in the market.
hi,pa,उसने बाजार से चाय खरीदी।,ਉਹ ਬਾਜ਼ਾਰ ਵਿੱਚ ਚਾਹ ਖਰੀਦਦਾ ਹੈ।
pa,hi,ਉਹ ਬਾਜ਼ਾਰ ਵਿੱਚ ਚਾਹ ਖਰੀਦਦਾ ਹੈ।,उसने बाजार से चाय खरीदी।
en,hi,I play tea in the park.,मैं पार्क में चाय खेलता हूं।
hi,en,मैं पार्क में चाय खेलता हूं।,I play tea in the park.
en,pa,I play tea in the park.,ਮੈਂ ਪਾਰਕ ਵਿੱਚ ਚਾਹ ਖੇਡਦਾ ਹਾਂ।
pa,en,ਮੈਂ ਪਾਰਕ ਵਿੱਚ ਚਾਹ ਖੇਡਦਾ ਹਾਂ।,I play tea in the park.
hi,pa,मैं पार्क में चाय खेलता हूं।,ਮੈਂ ਪਾਰਕ ਵਿੱਚ ਚਾਹ ਖੇਡਦਾ ਹਾਂ।
pa,hi,ਮੈਂ ਪਾਰਕ ਵਿੱਚ ਚਾਹ ਖੇਡਦਾ ਹਾਂ।,मैं पार्क में चाय खेलता हूं।
en,hi,You want food in the school.,तुम्हें स्कूल में खाना चाहिए.
hi,en,तुम्हें स्कूल में खाना चाहिए.,You want food in the school.
en,pa,You want food in the school.,ਤੁਸੀਂ ਸਕੂਲ ਵਿੱਚ ਖਾਣਾ ਚਾਹੁੰਦੇ ਹੋ।
pa,en,ਤੁਸੀਂ ਸਕੂਲ ਵਿੱਚ ਖਾਣਾ ਚਾਹੁੰਦੇ ਹੋ।,You want food in the school.
hi,pa,तुम्हें स्कूल में खाना चाहिए.,ਤੁਸੀਂ ਸਕੂਲ ਵਿੱਚ ਖਾਣਾ ਚਾਹੁੰਦੇ ਹੋ।
pa,hi,ਤੁਸੀਂ ਸਕੂਲ ਵਿੱਚ ਖਾਣਾ ਚਾਹੁੰਦੇ ਹੋ।,तुम्हें स्कूल में खाना चाहिए.
en,hi,They watch coffee in the office.,वे कार्यालय में कॉफ़ी देखते हैं।
hi,en,वे कार्यालय में कॉफ़ी देखते हैं।,They watch coffee in the office.
en,pa,They watch coffee in the office.,ਉਹ ਦਫਤਰ ਵਿਚ ਕੌਫੀ ਦੇਖਦੇ ਹਨ।
pa,en,ਉਹ ਦਫਤਰ ਵਿਚ ਕੌਫੀ ਦੇਖਦੇ ਹਨ।,They watch coffee in the office.
hi,pa,वे कार्यालय में कॉफ़ी देखते हैं।,ਉਹ ਦਫਤਰ ਵਿਚ ਕੌਫੀ ਦੇਖਦੇ ਹਨ।
pa,hi,ਉਹ ਦਫਤਰ ਵਿਚ ਕੌਫੀ ਦੇਖਦੇ ਹਨ।,वे कार्यालय में कॉफ़ी देखते हैं।
en,hi,He watch cars in the market.,वह बाजार में कारों को देखता है।
hi,en,वह बाजार में कारों को देखता है।,He watch cars in the market.
en,pa,He watch cars in the market.,ਉਹ ਬਾਜ਼ਾਰ ਵਿਚ ਕਾਰਾਂ ਦੇਖਦਾ ਹੈ।
pa,en,ਉਹ ਬਾਜ਼ਾਰ ਵਿਚ ਕਾਰਾਂ ਦੇਖਦਾ ਹੈ।,He watch cars in the market.
hi,pa,वह बाजार में कारों को देखता है।,ਉਹ ਬਾਜ਼ਾਰ ਵਿਚ ਕਾਰਾਂ ਦੇਖਦਾ ਹੈ।
pa,hi,ਉਹ ਬਾਜ਼ਾਰ ਵਿਚ ਕਾਰਾਂ ਦੇਖਦਾ ਹੈ।,वह बाजार में कारों को देखता है।
en,hi,You want movies in the office.,आप कार्यालय में फिल्में चाहते हैं।
hi,en,आप कार्यालय में फिल्में चाहते हैं।,You want movies in the office.
en,pa,You want movies in the office.,ਤੁਸੀਂ ਦਫਤਰ ਵਿੱਚ ਫਿਲਮਾਂ ਚਾਹੁੰਦੇ ਹੋ।
pa,en,ਤੁਸੀਂ ਦਫਤਰ ਵਿੱਚ ਫਿਲਮਾਂ ਚਾਹੁੰਦੇ ਹੋ।,You want movies in the office.
hi,pa,आप कार्यालय में फिल्में चाहते हैं।,ਤੁਸੀਂ ਦਫਤਰ ਵਿੱਚ ਫਿਲਮਾਂ ਚਾਹੁੰਦੇ ਹੋ।
pa,hi,ਤੁਸੀਂ ਦਫਤਰ ਵਿੱਚ ਫਿਲਮਾਂ ਚਾਹੁੰਦੇ ਹੋ।,आप कार्यालय में फिल्में चाहते हैं।
en,hi,We buy books in the park.,हम पार्क में किताबें खरीदते हैं।
hi,en,हम पार्क में किताबें खरीदते हैं।,We buy books in the park.
en,pa,We buy books in the park.,ਅਸੀਂ ਪਾਰਕ ਵਿੱਚ ਕਿਤਾਬਾਂ ਖਰੀਦਦੇ ਹਾਂ।
pa,en,ਅਸੀਂ ਪਾਰਕ ਵਿੱਚ ਕਿਤਾਬਾਂ ਖਰੀਦਦੇ ਹਾਂ।,We buy books in the park.
hi,pa,हम पार्क में किताबें खरीदते हैं।,ਅਸੀਂ ਪਾਰਕ ਵਿੱਚ ਕਿਤਾਬਾਂ ਖਰੀਦਦੇ ਹਾਂ।
pa,hi,ਅਸੀਂ ਪਾਰਕ ਵਿੱਚ ਕਿਤਾਬਾਂ ਖਰੀਦਦੇ ਹਾਂ।,हम पार्क में किताबें खरीदते हैं।
en,hi,I play coffee in the office.,मैं ऑफिस में कॉफी खेलता हूं।
hi,en,मैं ऑफिस में कॉफी खेलता हूं।,I play coffee in the office.
en,pa,I play coffee in the office.,ਮੈਂ ਦਫਤਰ ਵਿੱਚ ਕੌਫੀ ਖੇਡਦਾ ਹਾਂ।
pa,en,ਮੈਂ ਦਫਤਰ ਵਿੱਚ ਕੌਫੀ ਖੇਡਦਾ ਹਾਂ।,I play coffee in the office.
hi,pa,मैं ऑफिस में कॉफी खेलता हूं।,ਮੈਂ ਦਫਤਰ ਵਿੱਚ ਕੌਫੀ ਖੇਡਦਾ ਹਾਂ।
pa,hi,ਮੈਂ ਦਫਤਰ ਵਿੱਚ ਕੌਫੀ ਖੇਡਦਾ ਹਾਂ।,मैं ऑफिस में कॉफी खेलता हूं।
en,hi,You watch coffee in the market.,आप बाजार में कॉफी देखते हैं.
hi,en,आप बाजार में कॉफी देखते हैं.,You watch coffee in the market.
en,pa,You watch coffee in the market.,ਤੁਸੀਂ ਬਾਜ਼ਾਰ ਵਿੱਚ ਕੌਫੀ ਦੇਖਦੇ ਹੋ।
pa,en,ਤੁਸੀਂ ਬਾਜ਼ਾਰ ਵਿੱਚ ਕੌਫੀ ਦੇਖਦੇ ਹੋ।,You watch coffee in the market.
hi,pa,आप बाजार में कॉफी देखते हैं.,ਤੁਸੀਂ ਬਾਜ਼ਾਰ ਵਿੱਚ ਕੌਫੀ ਦੇਖਦੇ ਹੋ।
pa,hi,ਤੁਸੀਂ ਬਾਜ਼ਾਰ ਵਿੱਚ ਕੌਫੀ ਦੇਖਦੇ ਹੋ।,आप बाजार में कॉफी देखते हैं.
en,hi,They prefer tea in the school.,वे स्कूल में चाय पसंद करते हैं।
hi,en,वे स्कूल में चाय पसंद करते हैं।,They prefer tea in the school.
en,pa,They prefer tea in the school.,ਉਹ ਸਕੂਲ ਵਿੱਚ ਚਾਹ ਨੂੰ ਤਰਜੀਹ ਦਿੰਦੇ ਹਨ।
pa,en,ਉਹ ਸਕੂਲ ਵਿੱਚ ਚਾਹ ਨੂੰ ਤਰਜੀਹ ਦਿੰਦੇ ਹਨ।,They prefer tea in the school.
hi,pa,वे स्कूल में चाय पसंद करते हैं।,ਉਹ ਸਕੂਲ ਵਿੱਚ ਚਾਹ ਨੂੰ ਤਰਜੀਹ ਦਿੰਦੇ ਹਨ।
pa,hi,ਉਹ ਸਕੂਲ ਵਿੱਚ ਚਾਹ ਨੂੰ ਤਰਜੀਹ ਦਿੰਦੇ ਹਨ।,वे स्कूल में चाय पसंद करते हैं।
en,hi,He like apples in the city.,उसे शहर के सेब पसंद हैं।
hi,en,उसे शहर के सेब पसंद हैं।,He like apples in the city.
en,pa,He like apples in the city.,ਉਸਨੂੰ ਸ਼ਹਿਰ ਵਿੱਚ ਸੇਬ ਪਸੰਦ ਹਨ।
pa,en,ਉਸਨੂੰ ਸ਼ਹਿਰ ਵਿੱਚ ਸੇਬ ਪਸੰਦ ਹਨ।,He like apples in the city.
hi,pa,उसे शहर के सेब पसंद हैं।,ਉਸਨੂੰ ਸ਼ਹਿਰ ਵਿੱਚ ਸੇਬ ਪਸੰਦ ਹਨ।
pa,hi,ਉਸਨੂੰ ਸ਼ਹਿਰ ਵਿੱਚ ਸੇਬ ਪਸੰਦ ਹਨ।,उसे शहर के सेब पसंद हैं।
en,hi,They eat coffee in the home.,वे घर में कॉफी पीते हैं।
hi,en,वे घर में कॉफी पीते हैं।,They eat coffee in the home.
en,pa,They eat coffee in the home.,ਉਹ ਘਰ ਵਿੱਚ ਕੌਫੀ ਖਾਂਦੇ ਹਨ।
pa,en,ਉਹ ਘਰ ਵਿੱਚ ਕੌਫੀ ਖਾਂਦੇ ਹਨ।,They eat coffee in the home.
hi,pa,वे घर में कॉफी पीते हैं।,ਉਹ ਘਰ ਵਿੱਚ ਕੌਫੀ ਖਾਂਦੇ ਹਨ।
pa,hi,ਉਹ ਘਰ ਵਿੱਚ ਕੌਫੀ ਖਾਂਦੇ ਹਨ।,वे घर में कॉफी पीते हैं।
en,hi,They want music in the market.,वे बाज़ार में संगीत चाहते हैं।
hi,en,वे बाज़ार में संगीत चाहते हैं।,They want music in the market.
en,pa,They want music in the market.,ਉਹ ਮਾਰਕੀਟ ਵਿੱਚ ਸੰਗੀਤ ਚਾਹੁੰਦੇ ਹਨ।
pa,en,ਉਹ ਮਾਰਕੀਟ ਵਿੱਚ ਸੰਗੀਤ ਚਾਹੁੰਦੇ ਹਨ।,They want music in the market.
hi,pa,वे बाज़ार में संगीत चाहते हैं।,ਉਹ ਮਾਰਕੀਟ ਵਿੱਚ ਸੰਗੀਤ ਚਾਹੁੰਦੇ ਹਨ।
pa,hi,ਉਹ ਮਾਰਕੀਟ ਵਿੱਚ ਸੰਗੀਤ ਚਾਹੁੰਦੇ ਹਨ।,वे बाज़ार में संगीत चाहते हैं।
en,hi,They know tea in the market.,वे बाजार में चाय जानते हैं।
hi,en,वे बाजार में चाय जानते हैं।,They know tea in the market.
en,pa,They know tea in the market.,ਉਹ ਬਜ਼ਾਰ ਵਿੱਚ ਚਾਹ ਜਾਣਦੇ ਹਨ।
pa,en,ਉਹ ਬਜ਼ਾਰ ਵਿੱਚ ਚਾਹ ਜਾਣਦੇ ਹਨ।,They know tea in the market.
hi,pa,वे बाजार में चाय जानते हैं।,ਉਹ ਬਜ਼ਾਰ ਵਿੱਚ ਚਾਹ ਜਾਣਦੇ ਹਨ।
pa,hi,ਉਹ ਬਜ਼ਾਰ ਵਿੱਚ ਚਾਹ ਜਾਣਦੇ ਹਨ।,वे बाजार में चाय जानते हैं।
en,hi,We watch cars in the market.,हम बाज़ार में कारें देखते हैं।
hi,en,हम बाज़ार में कारें देखते हैं।,We watch cars in the market.
en,pa,We watch cars in the market.,ਅਸੀਂ ਬਾਜ਼ਾਰ ਵਿੱਚ ਕਾਰਾਂ ਦੇਖਦੇ ਹਾਂ।
pa,en,ਅਸੀਂ ਬਾਜ਼ਾਰ ਵਿੱਚ ਕਾਰਾਂ ਦੇਖਦੇ ਹਾਂ।,We watch cars in the market.
hi,pa,हम बाज़ार में कारें देखते हैं।,ਅਸੀਂ ਬਾਜ਼ਾਰ ਵਿੱਚ ਕਾਰਾਂ ਦੇਖਦੇ ਹਾਂ।
pa,hi,ਅਸੀਂ ਬਾਜ਼ਾਰ ਵਿੱਚ ਕਾਰਾਂ ਦੇਖਦੇ ਹਾਂ।,हम बाज़ार में कारें देखते हैं।
en,hi,I visit cricket in the home.,मैं घर में क्रिकेट देखने जाता हूं।
hi,en,मैं घर में क्रिकेट देखने जाता हूं।,I visit cricket in the home.
en,pa,I visit cricket in the home.,ਮੈਂ ਘਰ ਵਿੱਚ ਕ੍ਰਿਕਟ ਦਾ ਦੌਰਾ ਕਰਦਾ ਹਾਂ।
pa,en,ਮੈਂ ਘਰ ਵਿੱਚ ਕ੍ਰਿਕਟ ਦਾ ਦੌਰਾ ਕਰਦਾ ਹਾਂ।,I visit cricket in the home.
hi,pa,मैं घर में क्रिकेट देखने जाता हूं।,ਮੈਂ ਘਰ ਵਿੱਚ ਕ੍ਰਿਕਟ ਦਾ ਦੌਰਾ ਕਰਦਾ ਹਾਂ।
pa,hi,ਮੈਂ ਘਰ ਵਿੱਚ ਕ੍ਰਿਕਟ ਦਾ ਦੌਰਾ ਕਰਦਾ ਹਾਂ।,मैं घर में क्रिकेट देखने जाता हूं।
en,hi,She watch cars in the restaurant.,वह रेस्तरां में कारें देखती है।
hi,en,वह रेस्तरां में कारें देखती है।,She watch cars in the restaurant.
en,pa,She watch cars in the restaurant.,ਉਹ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਕਾਰਾਂ ਦੇਖਦੀ ਹੈ।
pa,en,ਉਹ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਕਾਰਾਂ ਦੇਖਦੀ ਹੈ।,She watch cars in the restaurant.
hi,pa,वह रेस्तरां में कारें देखती है।,ਉਹ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਕਾਰਾਂ ਦੇਖਦੀ ਹੈ।
pa,hi,ਉਹ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਕਾਰਾਂ ਦੇਖਦੀ ਹੈ।,वह रेस्तरां में कारें देखती है।
en,hi,We play books in the park.,हम पार्क में किताबें खेलते हैं।
hi,en,हम पार्क में किताबें खेलते हैं।,We play books in the park.
en,pa,We play books in the park.,ਅਸੀਂ ਪਾਰਕ ਵਿੱਚ ਕਿਤਾਬਾਂ ਖੇਡਦੇ ਹਾਂ।
pa,en,ਅਸੀਂ ਪਾਰਕ ਵਿੱਚ ਕਿਤਾਬਾਂ ਖੇਡਦੇ ਹਾਂ।,We play books in the park.
hi,pa,हम पार्क में किताबें खेलते हैं।,ਅਸੀਂ ਪਾਰਕ ਵਿੱਚ ਕਿਤਾਬਾਂ ਖੇਡਦੇ ਹਾਂ।
pa,hi,ਅਸੀਂ ਪਾਰਕ ਵਿੱਚ ਕਿਤਾਬਾਂ ਖੇਡਦੇ ਹਾਂ।,हम पार्क में किताबें खेलते हैं।
en,hi,I visit movies in the village.,मैं गांव में फिल्में देखने जाता हूं.
hi,en,मैं गांव में फिल्में देखने जाता हूं.,I visit movies in the village.
en,pa,I visit movies in the village.,ਮੈਂ ਪਿੰਡ ਵਿੱਚ ਫਿਲਮਾਂ ਦੇਖਣ ਜਾਂਦਾ ਹਾਂ।
pa,en,ਮੈਂ ਪਿੰਡ ਵਿੱਚ ਫਿਲਮਾਂ ਦੇਖਣ ਜਾਂਦਾ ਹਾਂ।,I visit movies in the village.
hi,pa,मैं गांव में फिल्में देखने जाता हूं.,ਮੈਂ ਪਿੰਡ ਵਿੱਚ ਫਿਲਮਾਂ ਦੇਖਣ ਜਾਂਦਾ ਹਾਂ।
pa,hi,ਮੈਂ ਪਿੰਡ ਵਿੱਚ ਫਿਲਮਾਂ ਦੇਖਣ ਜਾਂਦਾ ਹਾਂ।,मैं गांव में फिल्में देखने जाता हूं.
en,hi,They buy tea in the restaurant.,वे रेस्तरां में चाय खरीदते हैं।
hi,en,वे रेस्तरां में चाय खरीदते हैं।,They buy tea in the restaurant.
en,pa,They buy tea in the restaurant.,ਉਹ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਚਾਹ ਖਰੀਦਦੇ ਹਨ।
pa,en,ਉਹ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਚਾਹ ਖਰੀਦਦੇ ਹਨ।,They buy tea in the restaurant.
hi,pa,वे रेस्तरां में चाय खरीदते हैं।,ਉਹ ਰੈਸਟੋਰੈਂਟ ਵਿੱਚ ਚਾਹ ਖਰੀਦਦੇ ਹਨ।
